id,type,model,status,date,front,oblast,raion,town,lat,lon,tags
28590,Infantry fighting vehicles,BMP-1(P),Destroyed,2024-07-28,East Ukraine,Donetsk oblast,Volnovakha raion,Vuhledar,47.791806,37.343917,-957
28591,Infantry fighting vehicles,BMP-1 or 2,Destroyed,2024-07-28,East Ukraine,Donetsk oblast,Volnovakha raion,Vuhledar,47.790889,37.347556,-957
28593,Infantry fighting vehicles,MT-LB,Destroyed,2024-07-29,East Ukraine,Donetsk oblast,Pokrovsk raion,Kostiantynivka,47.862332,37.42164,"-957,-951,-955"
28594,Infantry fighting vehicles,BTR-80,Destroyed,2024-07-29,East Ukraine,Donetsk oblast,Pokrovsk raion,Kostiantynivka,47.8621693,37.4196909,"-957,-959"
28595,Tanks,Unknown tank,Abandoned,2024-07-25,East Ukraine,Donetsk oblast,Pokrovsk raion,Novomykhailivka,47.852091,37.44558,"-948,-957,-956"
28596,Infantry fighting vehicles,BMP-3,Abandoned,2024-07-25,East Ukraine,Donetsk oblast,Pokrovsk raion,Novomykhailivka,47.851969,37.44527,-957
28597,Tanks,T-72 *,Destroyed,2024-07-29,East Ukraine,Kharkiv oblast,Kupiansk raion,,,,"-941,-944,-957"
28598,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,2024-07-27,East Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut,48.606748,38.078816,
28602,Transport,KamAZ 6x6,Destroyed,2024-07-27,East Ukraine,Donetsk oblast,Bakhmut raion,,,,-937
28604,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,Destroyed,2024-07-30,East Ukraine,Donetsk oblast,Pokrovsk raion,Novomykhailivka,47.856896,37.439327,"-957,-951,-959"
28605,Infantry fighting vehicles,BTR-80,Destroyed,2024-07-27,East Ukraine,Donetsk oblast,Pokrovsk raion,Ocheretyne,48.234912,37.629636,-941
28606,Infantry fighting vehicles,BTR-80 or 82,Destroyed,2024-07-12,East Ukraine,Donetsk oblast,Pokrovsk raion,Novobakhmutivka ,48.231181,37.637234,"-941,-944"
28608,Tanks,T-72B3 Obr. 2022,Destroyed,2024-07-29,East Ukraine,Donetsk oblast,Donetsk raion,Donetsk,47.97613,37.544159,"-948,-957"
28609,Infantry fighting vehicles,BMP-1 or 2,Destroyed,2024-07-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Marinka,47.963141,37.488109,-941
28610,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Abandoned,2024-07-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Marinka,47.962401,37.489337,"-957,-956"
28613,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Abandoned,2024-07-30,East Ukraine,Donetsk oblast,Bakhmut raion,Kalynivka,48.613361,37.8775,"-957,-956,-951"
28614,Infantry fighting vehicles,BMP-1(P),Destroyed,2024-07-30,East Ukraine,Donetsk oblast,Pokrovsk raion,Novobakhmutivka ,48.223818,37.652699,-957
28615,Infantry fighting vehicles,MT-LB,Destroyed,2024-06-19,East Ukraine,Donetsk oblast,Pokrovsk raion,Novobakhmutivka ,48.223629,37.653092,-957
28616,Tanks,Unknown tank,Destroyed,2024-07-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Netailove,48.11785,37.52301,-957
28617,Tanks,Unknown tank,Destroyed,2024-07-29,East Ukraine,Donetsk oblast,Pokrovsk raion,Marinka,47.921131,37.515713,"-941,-957"
28618,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,Destroyed,2024-07-29,East Ukraine,Donetsk oblast,Pokrovsk raion,Pobieda,47.9111,37.45495,"-941,-957"
28619,Infantry fighting vehicles,BTR-82AT,Abandoned,2024-07-29,East Ukraine,Donetsk oblast,Pokrovsk raion,Pobieda,47.90117,37.43872,-957
28620,Infantry fighting vehicles,BTR-82A(M),Abandoned,2024-07-29,East Ukraine,Donetsk oblast,Pokrovsk raion,Pobieda,47.90117,37.43872,"-957,-951"
28621,Tanks,Unknown tank,Destroyed,2024-07-29,East Ukraine,Donetsk oblast,Pokrovsk raion,Heorhiivka,47.967499,37.474752,"-941,-944,-948,-940"
28623,Tanks,T-72B3 Obr. 2016,Captured,2022-09-30,East Ukraine,Kharkiv oblast,,,,,-937
28624,Infantry fighting vehicles,MT-LB,Captured,2022-12-30,East Ukraine,Kharkiv oblast,,,,,
28625,Tanks,T-80BV,Captured,2022-11-30,East Ukraine,,,,,,
28626,Tanks,T-72 *,Destroyed,2024-07-29,East Ukraine,Donetsk oblast,Pokrovsk raion,Prohres,48.25944,37.50551,
28627,Anti-aircraft systems,9A34M/35M TELAR (for 9K35 'Strela-10'),Destroyed,2024-07-29,,,,,,,
28632,Infantry fighting vehicles,MT-LB,Destroyed,2024-07-31,East Ukraine,Kharkiv oblast,Kupiansk raion,Synkivka,49.757813,37.735875,"-937,-957,-932"
28633,Transport,GAZ-66,Destroyed,2024-07-31,East Ukraine,Kharkiv oblast,Kupiansk raion,,,,-950
28634,Transport,Ural-4320,Destroyed,2024-07-31,East Ukraine,Donetsk oblast,Pokrovsk raion,Sokil,48.240055,37.574074,
28635,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,2024-07-31,East Ukraine,Donetsk oblast,Pokrovsk raion,Sokil,48.240055,37.574074,
28636,Tanks,Unknown tank,Destroyed,2024-07-29,East Ukraine,Donetsk oblast,Pokrovsk raion,Marinka,47.922939,37.51058,-957
28637,Infantry fighting vehicles,Unknown IFV,Destroyed,2024-06-21,East Ukraine,Donetsk oblast,Pokrovsk raion,Marinka,47.923683,37.509964,-941
28640,Infantry fighting vehicles,BMP-1AM 675-sb3KDZ,Destroyed,2024-07-10,Central Russia,Belgorod oblast,Belgorod raion,Petrovka,50.356542,36.389862,
28641,Helicopters,Mi-8MTV-2 transport helicopter,Destroyed,2024-07-31,East Ukraine,Donetsk oblast,Donetsk raion,Makiivka,47.992878,37.96051,
28642,Rocket and missile artillery,T-72 hull with 213mm RBU-6000 'Smerch-2' anti-submarine rocket launcher,Destroyed,2024-08-01,East Ukraine,Luhansk oblast,Svatove raion,Ploshchanka,49.2309,38.065578,-957
28643,Infantry fighting vehicles,BMP-2(K),Destroyed,2023-08-30,East Ukraine,Donetsk oblast,Bakhmut raion,Spirne,48.82069,38.27077,-937
28644,Tanks,T-72B3,Destroyed,2023-08-30,East Ukraine,Donetsk oblast,Bakhmut raion,Spirne,48.82076,38.26979,-941
28645,Tanks,T-90A,Abandoned,2024-07-30,East Ukraine,Donetsk oblast,Pokrovsk raion,Pobieda,47.90904,37.43936,"-957,-956,-951"
28647,Transport,Ural-4320,Destroyed,2024-07-30,East Ukraine,Donetsk oblast,Donetsk raion,Makiivka,48.017584,37.982994,
28651,Transport,Ural-4320,Destroyed,2024-05-25,East Ukraine,Zaporizhzhia oblast,,,,,"-938,-931"
28652,Transport,Ural-4320,Destroyed,2024-05-25,East Ukraine,Donetsk oblast,,,,,"-938,-957,-931"
28654,Infantry fighting vehicles,BMD-2,Destroyed,2024-07-30,East Ukraine,Donetsk oblast,Bakhmut raion,Chasiv Yar,48.595888,37.88957,-957
28655,Infantry fighting vehicles,BTR-70M,Destroyed,2024-07-28,East Ukraine,Kharkiv oblast,Kupiansk raion,Berestove ,,,-957
28657,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Destroyed,2024-07-30,East Ukraine,Kharkiv oblast,,,,,"-941,-957"
28658,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Destroyed,2024-06-30,,,,,,,"-941,-944,-957"
28659,Infantry fighting vehicles,BTR-80,Abandoned,2024-07-28,East Ukraine,Donetsk oblast,Pokrovsk raion,Marinka,47.962096,37.488678,"-957,-951"
28660,Infantry mobility vehicles,AMN-590951 'VPK-Ural',Destroyed,2024-07-31,East Ukraine,Donetsk oblast,,,,,"-937,-957"
28661,Towed artillery,100mm 2A29 MT-12 'Rapira' anti-tank gun,Destroyed,2024-07-31,South Ukraine,Kherson oblast,,,,,
28663,Drones,Supercam S350 reconnaissance UAV,Captured,2024-07-31,,,,,,,
28665,Transport,Ural-4320,Destroyed,2024-07-07,South Ukraine,Kherson oblast,,,,,
28666,Infantry fighting vehicles,BMP-1(P),Destroyed,2024-07-30,East Ukraine,Donetsk oblast,Bakhmut raion,Pivnichne,48.381472,37.90575,-957
28667,Infantry fighting vehicles,BMP-1(P),Destroyed,2024-07-30,East Ukraine,Donetsk oblast,Bakhmut raion,Pivnichne,48.380917,37.905583,"-937,-957"
28668,Infantry fighting vehicles,BMP-1(P),Destroyed,2024-07-30,East Ukraine,Donetsk oblast,Bakhmut raion,Pivnichne,48.381722,37.905361,-941
28669,Transport,Ural-4320,Captured,2022-03-23,North Ukraine,Kyiv oblast,,,,,-959
28671,Towed artillery,82mm 2B9 'Vasilek' automatic gun mortar,Destroyed,2024-07-15,South Ukraine,Kherson oblast,Kherson raion,Krynky,,,
28672,Tanks,Unknown tank,Destroyed,2023-08-30,East Ukraine,Donetsk oblast,Bakhmut raion,Spirne,48.819946,38.261934,
28673,Self-propelled artillery,120mm 2S9 'Nona-S',Destroyed,2024-08-02,East Ukraine,Donetsk oblast,Bakhmut raion,Soledar,48.689097,38.08288,"-941,-944"
28674,Self-propelled artillery,120mm 2S23 'Nona-SVK',Destroyed,2024-08-01,East Ukraine,Luhansk oblast,Svatove raion,Nezhuryne,49.372073,38.019465,
28675,Engineering,BREM-L 'Beglyanka' armoured recovery vehicle,Abandoned,2024-08-02,East Ukraine,Kharkiv oblast,Kharkiv raion,,,,"-932,-930"
28676,Infantry fighting vehicles,BMP-2(K),Destroyed,2024-08-02,East Ukraine,Kharkiv oblast,Kharkiv raion,,,,-957
28677,Tanks,Unknown T-72 Obr. 2022 variant,Destroyed,2024-07-31,,,,,,,"-948,-940"
28678,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,Destroyed,2024-08-02,East Ukraine,Donetsk oblast,Pokrovsk raion,Kostiantynivka,,,"-957,-951,-959"
28680,Transport,KamAZ 8x8 with armoured cabin,Destroyed,2024-07-26,,,,,,,-957
28681,Tanks,T-72B3 Obr. 2016,Destroyed,2023-09-25,East Ukraine,Donetsk oblast,Pokrovsk raion,Novomykhailivka,47.875827,37.537113,-941
28684,Infantry fighting vehicles,BTR-D,Destroyed,2024-08-01,East Ukraine,Donetsk oblast,Bakhmut raion,Bohdanivka,48.61093,37.9209,"-938,-957"
28688,"Command posts, communication",1V18 'Klyon-1' artillery command vehicle (for 1V17 'Mashina-B' fire control system),Destroyed,2024-04-14,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Zhytlivka,,,
28689,Transport,Ural-4320,Destroyed,2024-08-01,East Ukraine,Donetsk oblast,Pokrovsk raion,Kamianka ,48.173051,37.789031,
28692,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Destroyed,2024-08-02,East Ukraine,Zaporizhzhia oblast,Polohy raion,,,,"-941,-944"
28694,Transport,Ural-4320,Destroyed,2024-08-02,East Ukraine,Donetsk oblast,Pokrovsk raion,Ocheretyne,48.243301,37.610375,
28697,Drones,'Orlan-10' reconnaissance UAV,Captured,2024-08-02,East Ukraine,Kharkiv oblast,,,,,"-937,-956"
28699,Infantry fighting vehicles,BMP-2(K),Destroyed,2024-08-02,East Ukraine,Donetsk oblast,Volnovakha raion,Urozhaine,,,"-957,-951,-959"
28700,Transport,Ural-4320,Destroyed,2024-08-01,Central Russia,Belgorod oblast,,,,,
28701,Transport,Ural-4320,Destroyed,2024-08-02,East Ukraine,Donetsk oblast,Bakhmut raion,,,,-937
28702,Transport,Ural-4320,Destroyed,2024-08-02,East Ukraine,Donetsk oblast,Bakhmut raion,Kodema,48.47311,38.04986,"-938,-957"
28705,Drones,ZALA Z-16 (421-16Е) reconnaissance UAV,Destroyed,2024-08-02,East Ukraine,Donetsk oblast,Volnovakha raion,,,,
28706,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,2024-08-02,South Ukraine,Kherson oblast,,,,,-944
28707,Engineering,BTS-4A armoured recovery vehicle,Destroyed,2024-07-15,East Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut,,,-957
28708,Transport,Ural-4320,Destroyed,2024-07-20,East Ukraine,Donetsk oblast,Bakhmut raion,,,,-944
28710,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Destroyed,2024-07-30,East Ukraine,Donetsk oblast,Bakhmut raion,Niu-York,,,-957
28711,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Destroyed,2024-07-30,East Ukraine,Donetsk oblast,Bakhmut raion,Niu-York,,,-957
28712,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Destroyed,2024-07-30,East Ukraine,Donetsk oblast,Bakhmut raion,Niu-York,,,-957
28713,Tanks,Unknown tank,Abandoned,2024-07-30,East Ukraine,Donetsk oblast,Bakhmut raion,Niu-York,,,"-957,-956"
28714,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Destroyed,2024-08-03,East Ukraine,Donetsk oblast,Pokrovsk raion,Paraskoviivka,,,"-941,-938,-957,-951"
28715,Tanks,T-80BV,Destroyed,2024-08-03,East Ukraine,Donetsk oblast,Pokrovsk raion,Paraskoviivka,,,"-948,-957,-951"
28716,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Destroyed,2024-08-03,East Ukraine,Donetsk oblast,Pokrovsk raion,Kostiantynivka,,,"-938,-957,-951"
28717,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Destroyed,2024-08-03,East Ukraine,Donetsk oblast,Volnovakha raion,Vuhledar,47.796004,37.329081,-957
28718,Infantry fighting vehicles,BMP-2 675-sb3KDZ,Destroyed,2024-08-04,East Ukraine,Donetsk oblast,Pokrovsk raion,Soloviove,48.221361,37.595389,-957
28722,Tanks,Unknown T-72 Obr. 2022 variant,Destroyed,2024-08-05,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Kreminna,49.032989,38.140204,-941
28723,Infantry fighting vehicles,BMP-3,Destroyed,2024-08-05,East Ukraine,Donetsk oblast,Pokrovsk raion,Kostiantynivka,47.862149,37.419267,"-957,-951,-959"
28724,Infantry fighting vehicles,MT-LB,Destroyed,2024-08-04,East Ukraine,Kharkiv oblast,Chuhuiv raion,Vovchansk,50.293833,36.9325,-957
28725,Transport,KamAZ 6x6,Destroyed,2024-08-05,Central Russia,Belgorod oblast,,,,,
28726,Tanks,Unknown tank,Destroyed,2024-08-05,Central Russia,Belgorod oblast,Shebekino raion,Murom,50.292638,36.738549,
28727,Drones,Supercam S350 reconnaissance UAV,Captured,2024-08-03,,,,,,,
28731,Self-propelled artillery,152mm 2S19M2 'Msta-S',Destroyed,2024-08-03,East Ukraine,Luhansk oblast,Svatove raion,Nauholne,49.543889,38.040833,"-941,-944"
28732,Infantry fighting vehicles,BMP-1(P),Destroyed,2024-08-03,East Ukraine,Donetsk oblast,Volnovakha raion,Solodke,,,-957
28733,Rocket and missile artillery,220mm BM-1 (for TOS-1A 'Solntsepek'),Destroyed,2024-08-03,East Ukraine,Zaporizhzhia oblast,,,,,"-941,-944"
28736,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,2024-08-03,East Ukraine,Zaporizhzhia oblast,Polohy raion,Inzhenerne,47.493556,36.118611,-941
28737,Anti-aircraft systems,9A310M1-2 TELAR (for 9K37M1-2 'Buk-M1-2'),Destroyed,2024-08-03,East Ukraine,Zaporizhzhia oblast,Melitopol raion,Starobohdanivka,47.15075,35.464278,
28738,Transport,KamAZ 6x6,Destroyed,2024-08-03,East Ukraine,Kharkiv oblast,Kupiansk raion,,,,
28742,Tanks,T-72B,Destroyed,2024-02-29,East Ukraine,Donetsk oblast,,,,,"-941,-937,-948,-957"
28744,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,Destroyed,2024-08-03,East Ukraine,Donetsk oblast,Pokrovsk raion,Marinka,,,"-951,-940"
28745,Infantry fighting vehicles,BTR-82AT,Destroyed,2024-08-03,East Ukraine,Donetsk oblast,Pokrovsk raion,Kostiantynivka,,,-957
28747,Tanks,T-80BVM,Destroyed,2024-08-05,East Ukraine,Donetsk oblast,Pokrovsk raion,Kostiantynivka,47.861328,37.42108,"-941,-948,-957,-951,-959"
28748,Infantry fighting vehicles,MT-LB,Destroyed,2024-08-05,East Ukraine,Donetsk oblast,Pokrovsk raion,Kostiantynivka,47.861274,37.420957,-957
28749,Infantry fighting vehicles,MT-LB,Destroyed,2024-08-05,East Ukraine,Donetsk oblast,Pokrovsk raion,Kostiantynivka,47.862007,37.420111,"-941,-957"
28750,Infantry fighting vehicles,MT-LB,Destroyed,2024-08-05,East Ukraine,Donetsk oblast,Pokrovsk raion,Kostiantynivka,47.862097,37.421613,"-941,-957,-955"
28751,Infantry fighting vehicles,BMD-4M,Abandoned,2024-05-13,East Ukraine,Donetsk oblast,Bakhmut raion,Khromove,48.607587,37.923194,"-957,-956"
28753,Infantry fighting vehicles,MT-LB,Destroyed,2024-05-15,East Ukraine,Donetsk oblast,Bakhmut raion,Verkhnokamianske,48.861617,38.237527,-957
28754,Infantry fighting vehicles,BMD-4M,Destroyed,2024-08-05,East Ukraine,Donetsk oblast,Bakhmut raion,Khromove,48.603607,37.94765,"-941,-944,-957,-951"
28755,Drones,'Orlan-10' reconnaissance UAV,Captured,2024-07-31,,,,,,,
28760,Infantry fighting vehicles,BMP-1AM 675-sb3KDZ,Destroyed,2024-08-04,East Ukraine,Donetsk oblast,Volnovakha raion,Vuhledar,47.778833,37.357639,
28761,Infantry fighting vehicles,BMP-3,Destroyed,2024-08-04,East Ukraine,Donetsk oblast,Pokrovsk raion,Pobieda,47.907483,37.449002,"-941,-940"
28766,Transport,Ural-4320,Destroyed,2024-08-04,,,,,,,
28767,Transport,Ural-4320,Destroyed,2024-04-30,,,,,,,
28768,Airplanes,Su-34 strike aircraft,Destroyed,2024-08-03,SouthWest Russia,Rostov oblast,Morozovsk raion,Morozovsk airbase,48.31712,41.77644,
28769,Transport,KamAZ 6x6,Destroyed,2024-07-31,SouthWest Russia,Rostov oblast,Morozovsk raion,Morozovsk airbase,48.32047,41.807101,
28773,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,2022-05-10,East Ukraine,Kharkiv oblast,Izium raion,Mala Komyshuvakha,49.073629,37.220819,"-941,-944"
28774,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,Destroyed,2024-08-06,East Ukraine,Donetsk oblast,Pokrovsk raion,Novomykhailivka,47.855163,37.452257,"-957,-959"
28775,Infantry fighting vehicles,BTR-80 or 82,Destroyed,2024-08-06,East Ukraine,Donetsk oblast,Pokrovsk raion,Ocheretyne,48.240983,37.630464,
28776,Self-propelled artillery,152mm 2S5 'Giatsint-S',Destroyed,2024-08-06,East Ukraine,Zaporizhzhia oblast,,,,,"-944,-957,-949"
28777,Tanks,Unknown T-72 Obr. 2022 variant,Destroyed,2024-07-22,South Ukraine,Kherson oblast,Kherson raion,Krynky,,,"-957,-959"
28778,Infantry fighting vehicles,BMP-2(K),Destroyed,2024-08-07,East Ukraine,Donetsk oblast,Bakhmut raion,Chasiv Yar,,,-957
28780,Self-propelled artillery,152mm 2S5 'Giatsint-S',Damaged,2024-08-05,South Ukraine,Kherson oblast,,,,,
28781,Infantry mobility vehicles,AMN-590951 'VPK-Ural',Destroyed,2024-08-04,East Ukraine,Donetsk oblast,Pokrovsk raion,Marinka,47.9543,37.4635,"-937,-957,-951,-959"
28788,Drones,'Orlan-30' reconnaissance UAV,Captured,2024-08-05,East Ukraine,Donetsk oblast,,,,,
28790,Transport,KamAZ 6x6,Destroyed,2024-08-06,South Ukraine,Kherson oblast,,,,,
28793,Transport,Ural-4320,Destroyed,2024-08-06,East Ukraine,Donetsk oblast,Kramatorsk raion,Torske ,49.04182,38.031687,
28794,Tanks,T-64BV,Destroyed,2024-08-06,East Ukraine,Donetsk oblast,Bakhmut raion,Berestove,,,-941
28795,Helicopters,Ka-52 'Alligator' attack helicopter,Destroyed,2024-08-06,Central Russia,Kursk oblast,Sudzha raion,Aleksandriya,51.30949,35.14576,
28799,Tanks,T-62 *,Destroyed,2024-08-05,East Ukraine,Donetsk oblast,Pokrovsk raion,Kostiantynivka,47.861444,37.422972,
28800,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,Destroyed,2024-08-05,East Ukraine,Donetsk oblast,Pokrovsk raion,Kostiantynivka,47.861306,37.423194,"-957,-951"
28801,Tanks,Unknown tank,Destroyed,2024-08-05,East Ukraine,Donetsk oblast,Pokrovsk raion,Kostiantynivka,47.861278,37.422889,-957
28802,Transport,KamAZ 6x6 tractor unit,Destroyed,2024-08-06,Central Russia,Kursk oblast,Sudzha raion,Sudzha,51.204786,35.232208,
28803,Tanks,T-80BVM Obr. 2022,Destroyed,2024-08-06,Central Russia,Kursk oblast,Sudzha raion,Sudzha,51.204786,35.232208,"-941,-957"
28804,Transport,KamAZ 6x6 tractor unit,Destroyed,2024-08-06,Central Russia,Kursk oblast,Sudzha raion,Sudzha,51.204781,35.231824,
28805,Tanks,T-80BVM Obr. 2022,Destroyed,2024-08-06,Central Russia,Kursk oblast,Sudzha raion,Sudzha,51.204781,35.231824,-957
28806,Tanks,Unknown tank,Destroyed,2022-07-28,East Ukraine,Donetsk oblast,Bakhmut raion,Verkhnokamianske,48.88433,38.20746,-941
28807,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,2022-05-17,South Ukraine,Mykolaiv oblast,Mykolaiv raion,Liubomyrivka,46.9065,32.40703,-937
28808,Transport,2F510 transport vehicle (for 2S12 'Sani' mortar),Destroyed,2024-08-08,East Ukraine,Donetsk oblast,Pokrovsk raion,Stepove,48.206694,37.68075,-957
28809,Infantry fighting vehicles,BRDM-2M/A,Destroyed,2024-08-08,East Ukraine,Donetsk oblast,Pokrovsk raion,Novokalynove,48.217285,37.665255,-957
28810,Infantry fighting vehicles,BMP-2(K),Destroyed,2024-08-08,East Ukraine,Donetsk oblast,Pokrovsk raion,,,,-957
28815,Transport,KamAZ 6x6,Destroyed,2024-08-08,Central Russia,Kursk oblast,Rylsk raion,Oktyabrskoe,51.578214,34.809632,
28817,Infantry fighting vehicles,BTR-82AT,Destroyed,2024-08-07,East Ukraine,Donetsk oblast,Pokrovsk raion,Sokil,48.23312,37.56056,-954
28818,Transport,KamAZ 6x6,Destroyed,2024-08-08,Central Russia,Kursk oblast,Rylsk raion,Oktyabrskoe,51.578071,34.80886,
28821,Transport,KamAZ 6x6,Destroyed,2024-08-08,Central Russia,Kursk oblast,Rylsk raion,Oktyabrskoe,51.578212,34.809535,
28824,Transport,Ural-4320,Destroyed,2024-08-08,Central Russia,Kursk oblast,Rylsk raion,Oktyabrskoe,51.578202,34.808809,
28825,Transport,KamAZ 6x6,Destroyed,2024-08-08,Central Russia,Kursk oblast,Rylsk raion,Oktyabrskoe,51.578149,34.808816,"-937,-932"
28826,Transport,KamAZ 6x6,Destroyed,2024-08-08,Central Russia,Kursk oblast,Rylsk raion,Oktyabrskoe,51.578191,34.808485,
28827,Tanks,T-90M 'Proryv',Destroyed,2024-08-06,East Ukraine,Donetsk oblast,Kramatorsk raion,Torske ,,,
28828,Transport,Ural-4320,Destroyed,2024-08-07,East Ukraine,Zaporizhzhia oblast,Polohy raion,Novoprokopivka,,,
28832,Transport,KamAZ 6x6,Destroyed,2024-08-08,Central Russia,Kursk oblast,Rylsk raion,Oktyabrskoe,51.578194,34.808341,
28834,Infantry fighting vehicles,MT-LB,Destroyed,2024-08-06,East Ukraine,Donetsk oblast,Volnovakha raion,Urozhaine,,,"-957,-955"
28836,Transport,KamAZ 6x6,Destroyed,2024-08-08,Central Russia,Kursk oblast,Rylsk raion,Oktyabrskoe,51.578192,34.808028,
28841,Infantry fighting vehicles,BMD-4M,Destroyed,2024-07-25,East Ukraine,Donetsk oblast,Bakhmut raion,Chasiv Yar,48.60175,37.854806,-957
28843,Tanks,T-72A,Destroyed,2024-07-08,,,,,,,-957
28847,Infantry fighting vehicles,MT-LB,Destroyed,2024-05-31,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Zolotarivka,48.86495,38.26004,"-938,-957"
28848,Transport,Ural-4320,Destroyed,2024-08-07,Central Russia,Kursk oblast,Sudzha raion,,,,"-937,-932"
28849,Self-propelled artillery,Unknown SPG,Destroyed,2024-08-05,East Ukraine,Donetsk oblast,Pokrovsk raion,Semenivka,48.173874,37.633073,-957
28850,Drones,'Orlan-10' reconnaissance UAV,Destroyed,2024-08-08,,,,,,,
28852,Tanks,T-90M 'Proryv',Destroyed,2024-04-30,,,,,,,-941
28855,Transport,Ural-4320,Destroyed,2024-08-07,Central Russia,Kursk oblast,Sudzha raion,Pushkarnoe,51.216772,35.402327,
28856,Transport,GAZ-3308 'Sadko',Destroyed,2024-08-07,Central Russia,Belgorod oblast,Shebekino raion,Murom,50.301209,36.709968,
28857,Infantry fighting vehicles,BMP-2(K),Destroyed,2024-08-09,East Ukraine,Kharkiv oblast,Chuhuiv raion,Starytsia,50.254395,36.766692,"-941,-957"
28858,Infantry fighting vehicles,BMP-3 688A-sb6-2KP,Destroyed,2024-08-09,East Ukraine,Kharkiv oblast,Chuhuiv raion,Starytsia,50.254835,36.766315,"-941,-957,-932,-930"
28859,Transport,2F510 transport vehicle (for 2S12 'Sani' mortar),Destroyed,2024-07-11,,,,,,,
28860,Vessels,Project KS-701 'Tunets' coast guard patrol boat,Destroyed,2024-07-19,South Ukraine,Crimea,Yevpatoriia raion,Novoozernoe,45.398963,33.131022,-939
28861,Tanks,T-62M,Destroyed,2024-08-06,East Ukraine,Kharkiv oblast,Chuhuiv raion,Starytsia,,,-957
28862,Vessels,Project KS-701 'Tunets' coast guard patrol boat,Destroyed,2024-07-19,South Ukraine,Crimea,Yevpatoriia raion,Novoozernoe,45.398988,33.130997,-939
28866,Transport,GAZ-3308 'Sadko',Destroyed,2024-08-10,Central Russia,Belgorod oblast,,,,,"-932,-930"
28868,Infantry fighting vehicles,BTR-82AT,Destroyed,2024-08-10,East Ukraine,Kharkiv oblast,Kharkiv raion,Krasne,50.275107,36.443833,-957
28869,Infantry fighting vehicles,MT-LB,Destroyed,2024-05-31,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Verkhnokamianka,48.863076,38.242772,"-957,-959"
28870,Infantry fighting vehicles,MT-LB,Destroyed,2024-10-06,East Ukraine,Donetsk oblast,Bakhmut raion,Verkhnokamianske,48.862498,38.241476,-957
28871,Self-propelled artillery,Unknown SPG,Destroyed,2024-08-08,,,,,,,"-941,-954"
28872,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,2024-05-20,East Ukraine,Donetsk oblast,Volnovakha raion,,,,-941
28873,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,2024-08-08,East Ukraine,Kharkiv oblast,Kupiansk raion,Tokarivka,49.80184,37.92719,
28875,Infantry fighting vehicles,BMP-1 or 2,Destroyed,2024-08-08,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Bilohorivka,,,-940
28876,Infantry fighting vehicles,BTR-82A(M),Destroyed,2024-08-08,East Ukraine,Kharkiv oblast,Kharkiv raion,Pylna,50.282306,36.515722,
28878,Infantry fighting vehicles,BTR-82AT,Destroyed,2024-08-10,East Ukraine,Donetsk oblast,Pokrovsk raion,Marinka,47.941977,37.465321,-957
28879,Infantry fighting vehicles,MT-LB,Destroyed,2024-08-10,East Ukraine,Donetsk oblast,Pokrovsk raion,Marinka,47.942035,37.465404,-957
28880,Infantry fighting vehicles,MT-LB,Destroyed,2024-08-10,East Ukraine,Donetsk oblast,Pokrovsk raion,Marinka,47.940215,37.471417,-957
28881,Infantry fighting vehicles,BTR-82A(M),Destroyed,2024-08-09,East Ukraine,Donetsk oblast,Pokrovsk raion,Heorhiivka,47.9593,37.44224,-957
