id,type,model,status,date,front,oblast,raion,town,lat,lon,tags
2545,Engineering,TMM-3 bridge layer,Captured,2022-02-24,North Ukraine,Sumy oblast,Okhtyrka raion,Okhtyrka,50.29496,34.88862,
2549,Engineering,TMM-3M2 bridge layer,Captured,2022-03-09,South Ukraine,Mykolaiv oblast,Voznesensk raion,Voznesensk,,,
2550,Engineering,TMM-3M2 bridge layer,Captured,2022-03-10,,,,,,,"-937,-956"
2551,Engineering,TMM-3M2 bridge layer,Captured,2022-04-02,East Ukraine,Donetsk oblast,Volnovakha raion,Velyka Novosilka,,,
2552,Engineering,TMM-3M2 bridge layer,Captured,2022-04-05,North Ukraine,Chernihiv oblast,Chernihiv raion,Horodnia,,,
2553,Engineering,TMM-3 bridge layer,Captured,2022-04-05,North Ukraine,Chernihiv oblast,Chernihiv raion,Lukashivka,51.38541,31.39126,"-947,-956"
2555,Engineering,TMM-3M2 bridge layer,Captured,2022-04-19,,,,,,,-937
2556,Engineering,MTU-72 bridge layer,Captured,2022-03-13,North Ukraine,Chernihiv oblast,Nizhyn raion,Bezuhlivka,50.94681,32.00796,-947
2557,Engineering,River link pontoon (for PMP(-M) floating bridge system),Destroyed,2022-02-26,South Ukraine,Kherson oblast,Kakhovka raion,Chorna Dolyna,46.554756,33.488056,-929
2558,Engineering,River link pontoon (for PMP(-M) floating bridge system),Destroyed,2022-02-26,South Ukraine,Kherson oblast,Kakhovka raion,Bohdanivka,46.555306,33.488098,
2559,Engineering,River link pontoon (for PMP(-M) floating bridge system),Destroyed,2022-02-26,South Ukraine,Kherson oblast,Kakhovka raion,Bohdanivka,46.555465,33.488089,-929
2560,Engineering,KamAZ 6x6 (for PMP-M floating bridge system),Destroyed,2022-02-27,North Ukraine,Chernihiv oblast,Chernihiv raion,Horodnia,51.87323,31.57422,
2561,Engineering,River link pontoon (for PMP(-M) floating bridge system),Abandoned,2022-04-17,East Ukraine,Kharkiv oblast,Chuhuiv raion,Bazaliivka,49.83759,37.00786,"-937,-956,-931,-936"
2562,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,2022-03-27,North Ukraine,Sumy oblast,Okhtyrka raion,Trostianets,50.48504,34.9827,
2563,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,2022-04-12,North Ukraine,Chernihiv oblast,Chernihiv raion,Vyshneve,51.76955,31.22337,
2564,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,2022-02-27,North Ukraine,Chernihiv oblast,Chernihiv raion,Horodnia,51.87274,31.57298,-947
2565,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,2022-02-25,North Ukraine,Chernihiv oblast,Chernihiv raion,Horodnia,51.87281,31.57352,
2566,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,2022-05-07,East Ukraine,Donetsk oblast,Bakhmut raion,Siversk,48.938858,38.060372,-944
2567,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,2022-05-11,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Bilohorivka,48.950868,38.225817,
2568,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,2022-05-15,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Bilohorivka,48.95069,38.22512,
2580,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Abandoned,2022-05-15,East Ukraine,Donetsk oblast,Bakhmut raion,Serebrianka,48.932561,38.128685,
2583,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Captured,2022-04-10,North Ukraine,Kyiv oblast,Bucha raion,Moshchun,50.62307,30.28065,-938
2584,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Captured,2022-04-05,North Ukraine,Chernihiv oblast,Chernihiv raion,Vyshneve,51.76927,31.22374,"-947,-929"
2585,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Captured,2022-04-05,North Ukraine,Kyiv oblast,Bucha raion,Moshchun,50.62188,30.2808,"-938,-956"
2586,Engineering,River link pontoon (for PP-91/2005 floating bridge system),Captured,2022-03-18,North Ukraine,Kyiv oblast,Bucha raion,Moshchun,50.61413,30.280831,"-938,-956"
2588,Engineering,River link pontoon (for PMP(-M) floating bridge system),Captured,2022-05-03,North Ukraine,Chernihiv oblast,Chernihiv raion,Shestovytsia,51.373142,31.213235,-956
2589,Engineering,River link pontoon (for PP-91/2005 floating bridge system),Destroyed,2022-05-09,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Bilohorivka,48.950954,38.226522,
2592,Engineering,River link pontoon (for PP-91/2005 floating bridge system),Captured,2022-04-07,North Ukraine,Kyiv oblast,Bucha raion,Rakivka,50.634648,30.276463,-956
2593,Engineering,River link pontoon (for PMP(-M) floating bridge system),Captured,2022-04-11,North Ukraine,Chernihiv oblast,,,,,
2597,Engineering,BMK-130M/150 towing and motor boat,Captured,2022-04-17,East Ukraine,Kharkiv oblast,Chuhuiv raion,Bazaliivka,49.837875,37.008707,"-937,-931"
2598,Engineering,BMK-460 towing and motor boat,Destroyed,2022-05-09,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Bilohorivka,48.95104,38.22653,
2599,Engineering,BMK-460 towing and motor boat,Destroyed,2022-05-11,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Bilohorivka,48.95077,38.22666,
2600,Engineering,BMK-460 towing and motor boat,Destroyed,2022-04-07,East Ukraine,Kharkiv oblast,Izium raion,Donetske,49.152284,37.250689,"-937,-931,-939"
2609,Engineering,EOV-3523 excavator,Destroyed,2022-02-25,North Ukraine,Chernihiv oblast,Chernihiv raion,Horodnia,51.87354,31.57524,-944
2611,Transport,Ural-4320,Destroyed,2022-03-11,North Ukraine,Kyiv oblast,,,,,
2612,Engineering,EOV-3523 excavator,Captured,2022-02-24,North Ukraine,Sumy oblast,Okhtyrka raion,Okhtyrka,50.29504,34.88867,
2615,Engineering,EOV-3523 excavator,Captured,2022-03-28,North Ukraine,Sumy oblast,Okhtyrka raion,Trostianets,50.48763,34.96646,-956
2616,Engineering,KS-45719-7M crane,Destroyed,2022-02-25,North Ukraine,Chernihiv oblast,Chernihiv raion,Horodnia,51.8735,31.5751,-947
2618,Engineering,KS-45719-7M crane,Destroyed,2022-04-13,North Ukraine,Kyiv oblast,Bucha raion,Makariv,50.424683,29.85422,
2619,Engineering,KS-45719-7M crane,Captured,2022-04-04,East Ukraine,Kharkiv oblast,Izium raion,Husarivka ,49.36492,36.82669,"-937,-956,-931"
2621,Engineering,KS-3574M(3) crane,Captured,2022-04-03,North Ukraine,Chernihiv oblast,Nizhyn raion,Haivoron,50.98434,32.90554,"-947,-929"
2622,Transport,Ural-4320 tanker,Captured,2022-04-04,North Ukraine,Chernihiv oblast,Nizhyn raion,Haivoron,50.98424,32.90531,"-947,-959"
2623,Engineering,EOV-3521 excavator,Destroyed,2022-03-31,North Ukraine,Kyiv oblast,Bucha raion,Blystavytsia,50.59426,30.17414,
2624,Other,ED2x30-T400-3RA mobile generator,Captured,2022-03-28,North Ukraine,Sumy oblast,Okhtyrka raion,Trostianets,50.472582,34.95978,"-956,-950"
2625,Engineering,MTO-UB1 maintenance vehicle,Destroyed,2022-04-01,North Ukraine,Chernihiv oblast,Nizhyn raion,Nova Basan,50.55144,31.45123,"-947,-950"
2626,Anti-tank systems,9P148 combat vehicle (for 9K111-1 'Konkurs'),Destroyed,2022-05-06,East Ukraine,Kharkiv oblast,Izium raion,Dibrivne,48.991018,37.225564,
2627,Anti-tank systems,9P148 combat vehicle (for 9K111-1 'Konkurs'),Destroyed,2022-05-21,East Ukraine,Luhansk oblast,Sievierodonetsk raion,Rubizhne,,,-937
2628,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Captured,2022-02-24,North Ukraine,Sumy oblast,Konotop raion,Konotop,51.25051664748468,33.22266558103727,"-947,-956"
2629,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Destroyed,2022-03-17,East Ukraine,Kharkiv oblast,Izium raion,Kamianka dam,49.106354,37.281464,
2630,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Destroyed,2022-04-05,North Ukraine,Chernihiv oblast,Chernihiv raion,Lukashivka,51.38562,31.39265,
2632,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Destroyed,2022-05-12,East Ukraine,Kharkiv oblast,Kharkiv raion,Nove,,,
2635,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Captured,2022-11-19,East Ukraine,Kharkiv oblast,Chuhuiv raion,,,,"-937,-931"
2638,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Captured,2022-03-05,North Ukraine,,,,,,-947
